"Kick","606 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/606_from_mars/Samples/Kicks/kick_01.flac
"Kick","606 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/606_from_mars/Samples/Kicks/kick_02.flac
"Kick","707 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/707_from_mars/Samples/Kicks/kick_07.flac
"Kick","707 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/707_from_mars/Samples/Kicks/kick_08.flac
"Kick","808 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/808_from_mars/Samples/Kicks/clean_kit_b_1%201.flac
"Kick","808 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/808_from_mars/Samples/Kicks/clean_kit_b_2%201.flac
"Kick","808 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/808_from_mars/Samples/Kicks/clean_kit_b_3%201.flac
"Kick","808 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/808_from_mars/Samples/Kicks/click_long.flac
"Kick","808 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/808_from_mars/Samples/Kicks/click_short.flac
"Kick","808 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/808_from_mars/Samples/Kicks/color_1%201.flac
"Kick","808 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/808_from_mars/Samples/Kicks/color_2%201.flac
"Kick","808 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/808_from_mars/Samples/Kicks/color_3.flac
"Kick","808 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/808_from_mars/Samples/Kicks/color_lo.flac
"Kick","808 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/808_from_mars/Samples/Kicks/distorted_1%201.flac
"Kick","808 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/808_from_mars/Samples/Kicks/distorted_2%201.flac
"Kick","808 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/808_from_mars/Samples/Kicks/distorted_3%201.flac
"Snare","606 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/606_from_mars/Samples/Snares/snare_30.flac
"Snare","606 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/606_from_mars/Samples/Snares/snare_31.flac
"Snare","707 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/707_from_mars/Samples/Snares/rimshot_06.flac
"Snare","707 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/707_from_mars/Samples/Snares/rimshot_07.flac
"Snare","707 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/707_from_mars/Samples/Snares/rimshot_08.flac
"Snare","909 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/909_from_mars/Samples/Snares/clean_4%202.flac
"Snare","909 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/909_from_mars/Samples/Snares/clean_e_1.flac
"Clap","707 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/707_from_mars/Samples/Claps/clap_01.flac
"Clap","707 From Mars",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/707_from_mars/Samples/Claps/clap_02.flac
"Clap","Leviathan 2",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/bo_leviathan_2/Samples/Claps/clap_51.flac
"Clap","Leviathan 2",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/bo_leviathan_2/Samples/Claps/clap_52.flac
"Percussion","Leviathan 2",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/bo_leviathan_2/Samples/Organic%20Percussion/organic_percussion_158.flac
"Percussion","Leviathan 2",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/bo_leviathan_2/Samples/Organic%20Percussion/organic_percussion_159.flac
"Percussion","Leviathan 2",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/bo_leviathan_2/Samples/Organic%20Percussion/organic_percussion_16.flac
"Percussion","Leviathan 2",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/bo_leviathan_2/Samples/Organic%20Percussion/organic_percussion_160.flac
"Percussion","Leviathan 2",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/bo_leviathan_2/Samples/Organic%20Percussion/organic_percussion_161.flac
"Bass","Odd Makeup",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/p_oddmakeup/Instruments/Basses/ba-Ray.zip
"Bass","Odd Makeup",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/p_oddmakeup/Instruments/Basses/ba-Smokescreen.zip
"Bass","Odd Makeup",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/p_oddmakeup/Instruments/Basses/ba-Swank.zip
"Bass","Panic Attack",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/p_panic_attack/Instruments/Basses/ba-Chiitan.zip
"Lead","Melodic Percussion",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/p_ap007/Instruments/Leads/ld-ocean.zip
"Lead","The Sound of Vivrant",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/p_ap002/Instruments/Leads/ld-hour.zip
"Lead","The Sound of Vivrant",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/p_ap002/Instruments/Leads/ld-journey.zip
"Lead","Odd Makeup",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/p_oddmakeup/Instruments/Leads/ld-Gloss.zip
"Lead","Odd Makeup",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/p_oddmakeup/Instruments/Leads/ld-Lense.zip
"Lead","Odd Makeup",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/p_oddmakeup/Instruments/Leads/ld-Patina.zip
"Lead","Odd Makeup",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/p_oddmakeup/Instruments/Leads/ld-Pouch.zip
"Lead","Odd Makeup",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/p_oddmakeup/Instruments/Leads/ld-Tivoli.zip
"Lead","Panic Attack",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/p_panic_attack/Instruments/Leads/ld-Angst.zip
"Lead","Panic Attack",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/p_panic_attack/Instruments/Leads/ld-Dread.zip
"Lead","Panic Attack",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/p_panic_attack/Instruments/Leads/ld-Haunt.zip
"Lead","Panic Attack",https://dznp83ioyz3jh.cloudfront.net/prod/packs_v2_b/p_panic_attack/Instruments/Leads/ld-Horror.zip
